time,bitcoin,ethereum,solana,bitcoin_pct_change,bitcoin_vol,ethereum_pct_change,ethereum_vol,solana_pct_change,solana_vol
2026-01-31 12:02:14.553651,77976.0,2380.23,101.68,,,,,,
2026-01-31 12:02:45.200257,77976.0,2380.23,101.68,0.0,,0.0,,0.0,
